PROV_CODE,PROV_NAM_T,AMP_CODE,AMPHOE_T,TAM_CODE,TAM_NAM_T,tambon_area_rai,share_agriculture,share_forest,share_urban,share_water,share_misc,dominant_landuse,dominant_subtype,dominant_subtype_code,landuse_hhi,landuse_diversity,dominant_landuse_map
86,จ.ชุมพร,01,อ.เมืองชุมพร,17,ต.ถ้ำสิงห์,19884.250750964762,0.7269250967912517,0.2200887635588234,0.044235063032892374,0.0040267833911253915,0.004724293225906985,agriculture,ไม้ผลผสม,A401,0.5788544349223096,0.4211455650776904,agriculture
86,จ.ชุมพร,01,อ.เมืองชุมพร,50,เกาะรังกาจิว,51.95713361295024,0.0,1.0,0.0,0.0,0.0,forest,ป่าไม่ผลัดใบสมบูรณ์,F101,1.0,0.0,forest
86,จ.ชุมพร,01,อ.เมืองชุมพร,51,เกาะทองหลาง,119.99845909503398,0.0,1.0,0.0,0.0,0.0,forest,ป่าไม่ผลัดใบสมบูรณ์,F101,1.0,0.0,forest
86,จ.ชุมพร,01,อ.เมืองชุมพร,52,เกาะกา,18.051596693381246,0.0,1.0,0.0,0.0,0.0,forest,ป่าไม่ผลัดใบสมบูรณ์,F101,1.0,0.0,forest
86,จ.ชุมพร,01,อ.เมืองชุมพร,53,เกาะละวะ,52.797130317464145,0.0,1.0,0.0,0.0,0.0,forest,ป่าไม่ผลัดใบสมบูรณ์,F101,1.0,0.0,forest
86,จ.ชุมพร,01,อ.เมืองชุมพร,54,เกาะอีแรด,104.18214823961539,0.0,1.0,0.0,0.0,0.0,forest,ป่าไม่ผลัดใบสมบูรณ์,F101,1.0,0.0,forest
86,จ.ชุมพร,01,อ.เมืองชุมพร,55,เกาะมาตรา,520.6514183720241,0.0,1.0,0.0,0.0,0.0,forest,ป่าไม่ผลัดใบสมบูรณ์,F101,1.0,0.0,forest
86,จ.ชุมพร,01,อ.เมืองชุมพร,56,เกาะมะพร้าว,62.298462696988025,0.0,1.0,0.0,0.0,0.0,forest,ป่าไม่ผลัดใบสมบูรณ์,F101,1.0,0.0,forest
86,จ.ชุมพร,01,อ.เมืองชุมพร,57,เกาะสากู,26.99429440905328,0.0,0.6070906836610177,0.0,0.3929093163389823,0.0,forest,ป่าไม่ผลัดใบสมบูรณ์,F101,0.5229368290539683,0.4770631709460317,forest
86,จ.ชุมพร,01,อ.เมืองชุมพร,58,เกาะเสม็ด,952.9608187632364,0.15094151485063434,0.7221132707127063,0.0,0.10023475927484368,0.026710455161815833,forest,ป่าไม่ผลัดใบสมบูรณ์,F101,0.5549913720266436,0.4450086279733564,forest
86,จ.ชุมพร,01,อ.เมืองชุมพร,59,เกาะมัตโพน,19.82119768410586,0.0,0.2810807901435535,0.14174764860792546,0.577171561248521,0.0,water,ทะเล,W103,0.4322258175876555,0.5677741824123446,water
86,จ.ชุมพร,01,อ.เมืองชุมพร,60,เกาะทะลุ,4.427918828996428,0.0,0.0,0.0,1.0,0.0,water,ทะเล,W103,1.0,0.0,water
86,จ.ชุมพร,01,อ.เมืองชุมพร,61,เกาะกะโหลก,3.2944156345995537,0.0,0.21227552204173275,0.0,0.7877244779582673,0.0,water,ทะเล,W103,0.6655707504327149,0.33442924956728515,water
86,จ.ชุมพร,01,อ.เมืองชุมพร,62,เกาะจระเข้,72.25593640625772,0.0,0.49365817843556326,0.0,0.5063418215644367,0.0,water,ทะเล,W103,0.5000804374015103,0.4999195625984897,water
86,จ.ชุมพร,01,อ.เมืองชุมพร,63,เกาะหลักง้ำ,15.986251850704143,0.0,0.0,0.0,1.0,0.0,water,ทะเล,W103,1.0,0.0,water
86,จ.ชุมพร,02,อ.ท่าแซะ,01,ต.ท่าแซะ,43435.22021367205,0.8667180168142737,0.009377809686719968,0.10011973472540076,0.008797526779840439,0.014986911993765173,agriculture,ปาล์มน้ำมัน,A303,0.7616140292750235,0.23838597072497647,agriculture
86,จ.ชุมพร,02,อ.ท่าแซะ,02,ต.คุริง,40573.704777945946,0.8980839880489062,0.06802799372613276,0.01244303339772716,0.017728679869005826,0.0037163049582279737,agriculture,ปาล์มน้ำมัน,A303,0.8116656036128079,0.18833439638719207,agriculture
86,จ.ชุมพร,02,อ.ท่าแซะ,03,ต.สลุย,103713.81760056897,0.638237798642873,0.3105502508255075,0.03604930962731759,0.006596291602837067,0.008566349301464757,agriculture,ยางพารา,A302,0.5052053920321568,0.49479460796784325,agriculture
86,จ.ชุมพร,02,อ.ท่าแซะ,04,ต.นากระตาม,31083.54312522639,0.8521579882756046,0.01602143389309614,0.06952626822787039,0.01996689213633816,0.04232741746709071,agriculture,ปาล์มน้ำมัน,A303,0.7334541123506277,0.26654588764937226,agriculture
86,จ.ชุมพร,02,อ.ท่าแซะ,05,ต.รับร่อ,253385.61437220374,0.6372722553222052,0.33905171110062604,0.016714774010985953,0.004337354311255398,0.0026239052549274105,agriculture,ปาล์มน้ำมัน,A303,0.5213770713951589,0.4786229286048411,agriculture
86,จ.ชุมพร,02,อ.ท่าแซะ,06,ต.ท่าข้าม,63044.55185381754,0.8811004712276995,0.05290710536904674,0.0440729563988532,0.011802172129453982,0.010117294874946565,agriculture,ปาล์มน้ำมัน,A303,0.7813212786045006,0.21867872139549938,agriculture
86,จ.ชุมพร,02,อ.ท่าแซะ,07,ต.หงษ์เจริญ,130455.71619171085,0.7742814488392266,0.19692443004017654,0.01679157200646023,0.007382730678058827,0.004619818436077801,agriculture,ปาล์มน้ำมัน,A303,0.6386487974883155,0.3613512025116845,agriculture
